"Customer ID","Order ID",Sales
ED-13885,CA-2015-160227,2621.32
DW-13585,CA-2015-162950,482.94
MM-18280,CA-2015-132941,207.98
NS-18505,CA-2017-153045,887.27
BM-11785,CA-2014-106971,475.94
FW-14395,CA-2016-139409,43.60
CB-12535,US-2016-165505,1564.29
MJ-17740,CA-2016-100300,4476.80
LB-16795,US-2016-155768,1112.94
JL-15505,CA-2017-156776,1473.10
BB-10990,CA-2015-141810,344.70
GM-14680,CA-2014-103310,1432.00
MH-18025,CA-2017-103212,1504.52
SW-20275,CA-2016-127761,881.93
FM-14380,CA-2015-124499,389.97
PK-19075,US-2017-102183,4305.55
AH-10210,CA-2017-146983,1577.94
HJ-14875,CA-2016-166772,163.88
TB-21625,US-2017-165456,1079.32
DB-13660,CA-2017-121853,594.82
DN-13690,CA-2016-114860,842.72
PS-18970,CA-2017-111591,359.32
RD-19480,CA-2014-108147,1676.88
RM-19375,US-2017-127292,542.94
MW-18220,CA-2014-125997,1349.91
LC-17140,CA-2017-162789,1071.00
SC-20305,CA-2015-164777,2803.92
LW-17215,CA-2014-116246,3785.29
RE-19405,CA-2014-165477,48.36
EM-13960,CA-2015-156566,572.80
BO-11350,CA-2016-105207,1592.85
BE-11410,CA-2016-125220,1649.75
PB-18805,CA-2017-156958,199.90
RP-19270,CA-2015-135251,369.20
SC-20020,CA-2015-147690,577.58
BD-11560,CA-2015-163923,151.96
SM-20905,CA-2016-129280,431.98
TG-21640,CA-2014-130428,1125.49
PS-18760,CA-2015-143147,399.54
RB-19705,CA-2017-152975,1079.85
RS-19870,CA-2016-107475,9.65
HD-14785,CA-2014-119172,104.58
MZ-17515,CA-2014-128524,2033.58
TC-21295,CA-2014-151330,1628.82
MH-17785,CA-2014-124702,730.20
JH-15985,CA-2015-116638,4297.64
MS-17365,CA-2016-107104,3406.66
ME-17320,CA-2016-160717,3023.93
FM-14290,CA-2016-114867,1499.97
AH-10030,CA-2015-130113,668.16
PG-18895,US-2017-135986,503.96
KM-16660,CA-2017-154116,196.78
MD-17350,CA-2014-114251,1080.10
KM-16720,CA-2017-167395,979.95
EB-14170,CA-2014-111962,807.75
NF-18475,US-2015-100069,269.98
QJ-19255,CA-2015-117086,4404.90
SF-20965,CA-2016-146913,1403.92
LF-17185,CA-2014-169019,2177.58
AG-10495,CA-2015-162201,516.96
CY-12745,CA-2017-130302,895.94
DL-12865,US-2016-125402,483.14
EB-13840,CA-2015-164301,3393.68
BE-11455,US-2017-166324,848.54
JK-15370,CA-2016-122581,573.17
SC-20845,CA-2017-117646,237.10
KD-16615,US-2015-129007,717.72
DH-13075,CA-2015-159534,1087.94
IM-15055,CA-2016-129630,2799.96
HW-14935,CA-2017-121559,2405.20
RB-19435,CA-2017-153871,735.98
AP-10720,US-2016-103674,437.47
