"Customer ID","Order ID","Order Date",Customer_Order_Sequence
DE-13255,CA-2016-126529,1/11/2016,1
DE-13255,CA-2016-126529,1/11/2016,2
DE-13255,CA-2016-126529,1/11/2016,3
DE-13255,CA-2014-109134,11/5/2014,4
DE-13255,CA-2015-142601,4/18/2015,5
DE-13255,CA-2014-123253,8/22/2014,6
DE-13255,CA-2015-153381,9/24/2015,7
DF-13135,CA-2016-168032,1/30/2016,1
DF-13135,CA-2016-168032,1/30/2016,2
DF-13135,CA-2016-168032,1/30/2016,3
DF-13135,CA-2014-153479,10/4/2014,4
DF-13135,CA-2014-153479,10/4/2014,5
DF-13135,CA-2015-124933,12/26/2015,6
DG-13300,CA-2015-130848,10/25/2015,1
DG-13300,CA-2014-139423,11/1/2014,2
DG-13300,CA-2017-123372,11/28/2017,3
DG-13300,CA-2017-123372,11/28/2017,4
DG-13300,US-2015-153500,7/3/2015,5
DG-13300,US-2015-153500,7/3/2015,6
DG-13300,US-2015-153500,7/3/2015,7
DG-13300,US-2016-106313,8/22/2016,8
DH-13075,CA-2014-102274,11/21/2014,1
DH-13075,CA-2014-102274,11/21/2014,2
DH-13075,CA-2014-102274,11/21/2014,3
DH-13075,CA-2014-102274,11/21/2014,4
DH-13075,CA-2015-102316,3/1/2015,5
DH-13075,CA-2015-102316,3/1/2015,6
DH-13075,CA-2015-159534,3/20/2015,7
DH-13075,CA-2015-159534,3/20/2015,8
DH-13075,CA-2015-159534,3/20/2015,9
DH-13075,CA-2015-159534,3/20/2015,10
DH-13075,CA-2015-159534,3/20/2015,11
DH-13075,US-2017-147886,3/28/2017,12
DH-13075,US-2017-147886,3/28/2017,13
DH-13075,US-2017-147886,3/28/2017,14
DH-13075,US-2017-147886,3/28/2017,15
DH-13075,US-2017-147886,3/28/2017,16
DH-13075,US-2017-147886,3/28/2017,17
DH-13075,US-2017-147886,3/28/2017,18
DH-13075,CA-2015-104941,6/13/2015,19
DH-13075,CA-2015-104941,6/13/2015,20
DH-13075,CA-2015-104941,6/13/2015,21
DH-13075,CA-2015-104941,6/13/2015,22
DH-13075,CA-2016-166240,6/24/2016,23
DH-13675,CA-2015-145324,11/15/2015,1
DH-13675,CA-2014-105249,11/28/2014,2
DH-13675,CA-2014-105249,11/28/2014,3
DH-13675,CA-2014-105249,11/28/2014,4
DH-13675,CA-2014-156244,8/12/2014,5
DH-13675,CA-2014-156244,8/12/2014,6
DH-13675,CA-2014-156244,8/12/2014,7
DH-13675,CA-2014-156244,8/12/2014,8
DH-13675,CA-2014-156244,8/12/2014,9
DH-13675,CA-2014-156244,8/12/2014,10
DH-13675,CA-2015-127593,9/21/2015,11
DJ-13420,CA-2015-109736,10/10/2015,1
DJ-13420,CA-2015-168004,10/4/2015,2
DJ-13420,CA-2014-144071,12/8/2014,3
DJ-13420,CA-2014-144071,12/8/2014,4
DJ-13420,CA-2016-123540,4/2/2016,5
DJ-13510,US-2017-132220,11/12/2017,1
DJ-13510,CA-2017-153339,11/3/2017,2
DJ-13510,US-2017-118535,2/11/2017,3
DJ-13510,CA-2017-137876,4/30/2017,4
DJ-13510,CA-2017-137876,4/30/2017,5
DJ-13510,CA-2017-156895,5/8/2017,6
DJ-13510,CA-2014-111500,8/17/2014,7
DJ-13510,CA-2014-111500,8/17/2014,8
DJ-13510,CA-2014-111500,8/17/2014,9
DJ-13510,CA-2014-111500,8/17/2014,10
DJ-13510,CA-2016-128594,8/26/2016,11
DJ-13510,CA-2017-108749,9/12/2017,12
DJ-13510,CA-2017-108749,9/12/2017,13
DJ-13630,CA-2016-164511,11/19/2016,1
DJ-13630,CA-2016-164511,11/19/2016,2
DJ-13630,CA-2016-164511,11/19/2016,3
DJ-13630,CA-2015-123232,12/14/2015,4
DJ-13630,CA-2017-115602,12/18/2017,5
DJ-13630,CA-2017-115602,12/18/2017,6
DJ-13630,CA-2017-115602,12/18/2017,7
DJ-13630,CA-2017-115602,12/18/2017,8
DK-12835,CA-2017-167094,10/21/2017,1
DK-12835,CA-2017-167094,10/21/2017,2
DK-12835,CA-2017-167094,10/21/2017,3
DK-12835,US-2015-164448,10/31/2015,4
DK-12835,US-2015-164448,10/31/2015,5
DK-12835,US-2015-164448,10/31/2015,6
DK-12835,US-2015-164448,10/31/2015,7
DK-12835,US-2014-143721,11/23/2014,8
DK-12835,US-2016-161844,12/9/2016,9
DK-12835,CA-2017-139199,12/9/2017,10
DK-12835,CA-2017-139199,12/9/2017,11
DK-12835,CA-2017-139199,12/9/2017,12
DK-12835,CA-2015-147529,2/7/2015,13
DK-12835,CA-2015-147529,2/7/2015,14
DK-12835,CA-2016-120082,3/25/2016,15
DK-12835,CA-2014-141838,3/26/2014,16
DK-12835,CA-2014-141838,3/26/2014,17
DK-12835,CA-2014-141838,3/26/2014,18
DK-12835,CA-2017-149489,4/24/2017,19
DK-12835,CA-2017-149489,4/24/2017,20
DK-12835,CA-2017-149489,4/24/2017,21
DK-12835,CA-2016-160941,7/21/2016,22
DK-12835,CA-2016-160941,7/21/2016,23
DK-12835,CA-2017-104388,7/5/2017,24
DK-12835,CA-2017-168403,9/9/2017,25
DK-12835,CA-2017-168403,9/9/2017,26
DK-12895,CA-2017-108112,11/15/2017,1
DK-12895,CA-2015-105627,3/8/2015,2
DK-12895,CA-2015-105627,3/8/2015,3
DK-12895,CA-2015-105627,3/8/2015,4
DK-12895,CA-2015-105627,3/8/2015,5
DK-12895,CA-2015-105627,3/8/2015,6
DK-12895,CA-2017-152310,8/12/2017,7
DK-12895,CA-2017-152310,8/12/2017,8
DK-12895,CA-2017-152310,8/12/2017,9
DK-12895,CA-2017-152310,8/12/2017,10
DK-12895,CA-2017-152310,8/12/2017,11
DK-12895,CA-2017-152310,8/12/2017,12
DK-12895,CA-2017-133501,8/27/2017,13
DK-12895,CA-2015-139738,9/25/2015,14
DK-12985,CA-2014-163034,11/24/2014,1
DK-12985,CA-2017-140627,12/23/2017,2
DK-12985,CA-2017-140627,12/23/2017,3
DK-12985,CA-2017-140627,12/23/2017,4
DK-12985,CA-2015-134894,12/7/2015,5
DK-12985,CA-2015-134894,12/7/2015,6
DK-12985,US-2017-141943,5/5/2017,7
DK-12985,CA-2015-112767,8/2/2015,8
DK-13090,CA-2017-117807,10/1/2017,1
DK-13090,CA-2015-129098,10/9/2015,2
DK-13090,CA-2017-104913,11/18/2017,3
DK-13090,CA-2017-100622,11/3/2017,4
DK-13090,CA-2017-100622,11/3/2017,5
DK-13090,CA-2017-100622,11/3/2017,6
DK-13090,CA-2017-100622,11/3/2017,7
DK-13090,CA-2016-134334,2/14/2016,8
DK-13090,CA-2016-134334,2/14/2016,9
DK-13090,CA-2016-134334,2/14/2016,10
DK-13090,CA-2016-134334,2/14/2016,11
DK-13090,CA-2017-124940,2/21/2017,12
DK-13090,CA-2015-110457,3/2/2015,13
DK-13150,CA-2017-102197,12/20/2017,1
DK-13150,CA-2017-102197,12/20/2017,2
DK-13150,CA-2017-102197,12/20/2017,3
DK-13150,CA-2014-166191,12/5/2014,4
DK-13150,CA-2014-166191,12/5/2014,5
DK-13225,CA-2015-113173,11/15/2015,1
DK-13225,CA-2015-113173,11/15/2015,2
DK-13225,CA-2015-113173,11/15/2015,3
DK-13225,CA-2016-130288,11/26/2016,4
DK-13225,CA-2017-105480,12/20/2017,5
DK-13225,CA-2017-105480,12/20/2017,6
DK-13225,CA-2015-122756,12/3/2015,7
DK-13225,CA-2015-122756,12/3/2015,8
DK-13225,CA-2016-127138,3/12/2016,9
DK-13225,CA-2016-127138,3/12/2016,10
DK-13225,CA-2016-127138,3/12/2016,11
DK-13225,CA-2014-157623,3/14/2014,12
DK-13225,CA-2014-157623,3/14/2014,13
DK-13225,CA-2017-100650,6/29/2017,14
DK-13225,CA-2016-168543,7/3/2016,15
DK-13225,CA-2016-155481,9/1/2016,16
DK-13225,CA-2016-155481,9/1/2016,17
DK-13225,CA-2016-155481,9/1/2016,18
DK-13375,CA-2017-166835,11/12/2017,1
DK-13375,CA-2017-165099,12/11/2017,2
DK-13375,CA-2015-145065,12/12/2015,3
DK-13375,CA-2015-145065,12/12/2015,4
DK-13375,CA-2015-131884,12/6/2015,5
DK-13375,CA-2015-131884,12/6/2015,6
DK-13375,CA-2015-131884,12/6/2015,7
DK-13375,US-2016-139087,7/17/2016,8
DK-13375,US-2016-139087,7/17/2016,9
DK-13375,US-2016-139087,7/17/2016,10
DK-13375,US-2016-139087,7/17/2016,11
DK-13375,US-2016-139087,7/17/2016,12
DK-13375,US-2016-139087,7/17/2016,13
DK-13375,US-2016-139087,7/17/2016,14
DK-13375,US-2016-111290,7/22/2016,15
DK-13375,US-2016-111290,7/22/2016,16
DK-13375,US-2016-111290,7/22/2016,17
DK-13375,US-2016-111290,7/22/2016,18
DK-13375,CA-2017-133046,7/27/2017,19
DK-13375,CA-2017-133046,7/27/2017,20
DK-13375,CA-2017-133046,7/27/2017,21
DK-13375,CA-2017-133046,7/27/2017,22
DK-13375,CA-2014-100006,9/7/2014,23
DL-12865,CA-2017-154718,1/19/2017,1
DL-12865,CA-2014-143182,10/15/2014,2
DL-12865,CA-2015-156524,11/20/2015,3
DL-12865,CA-2016-102456,2/27/2016,4
DL-12865,CA-2016-154060,5/2/2016,5
DL-12865,CA-2014-165974,6/29/2014,6
DL-12865,US-2016-125402,9/25/2016,7
DL-12865,US-2016-125402,9/25/2016,8
DL-12865,US-2016-125402,9/25/2016,9
DL-12865,US-2016-125402,9/25/2016,10
DL-12865,US-2016-125402,9/25/2016,11
DL-12865,US-2016-125402,9/25/2016,12
DL-12865,US-2016-125402,9/25/2016,13
DL-12925,CA-2015-134747,10/12/2015,1
DL-12925,CA-2015-134747,10/12/2015,2
DL-12925,CA-2015-134747,10/12/2015,3
DL-12925,US-2014-137155,11/1/2014,4
DL-12925,US-2014-137155,11/1/2014,5
DL-12925,US-2014-137155,11/1/2014,6
DL-12925,CA-2017-121615,11/3/2017,7
DL-12925,CA-2017-121615,11/3/2017,8
DL-12925,CA-2017-121615,11/3/2017,9
DL-12925,CA-2015-136798,5/8/2015,10
DL-12925,CA-2015-136798,5/8/2015,11
DL-12925,CA-2015-136798,5/8/2015,12
DL-12925,CA-2015-112571,9/22/2015,13
DL-12925,US-2014-115196,9/9/2014,14
DL-13315,CA-2014-115791,1/16/2014,1
DL-13315,CA-2014-115791,1/16/2014,2
DL-13315,CA-2014-115791,1/16/2014,3
DL-13315,CA-2014-115791,1/16/2014,4
DL-13315,US-2017-114034,1/3/2017,5
DL-13315,CA-2017-155159,11/25/2017,6
DL-13315,CA-2016-146941,12/10/2016,7
DL-13315,CA-2016-146941,12/10/2016,8
DL-13315,CA-2017-145226,12/8/2017,9
DL-13315,CA-2017-145226,12/8/2017,10
DL-13315,CA-2017-145226,12/8/2017,11
DL-13315,CA-2017-145226,12/8/2017,12
DL-13315,CA-2014-154165,2/17/2014,13
DL-13315,CA-2014-108182,2/6/2014,14
DL-13315,CA-2016-149783,9/4/2016,15
DL-13315,CA-2016-149783,9/4/2016,16
DL-13330,CA-2016-125815,10/28/2016,1
DL-13330,CA-2015-109337,11/21/2015,2
DL-13330,CA-2015-109337,11/21/2015,3
DL-13330,CA-2015-109337,11/21/2015,4
DL-13330,CA-2015-109337,11/21/2015,5
DL-13330,CA-2017-143329,11/3/2017,6
DL-13330,US-2014-130358,6/23/2014,7
DL-13330,US-2014-130358,6/23/2014,8
DL-13495,CA-2016-106558,1/17/2016,1
DL-13495,CA-2017-142643,10/15/2017,2
DL-13495,CA-2017-142643,10/15/2017,3
DL-13495,CA-2016-127649,10/7/2016,4
DL-13495,CA-2015-153717,12/25/2015,5
DL-13495,CA-2015-153717,12/25/2015,6
DL-13495,CA-2015-153717,12/25/2015,7
DL-13495,CA-2015-153717,12/25/2015,8
DL-13495,CA-2017-151911,4/30/2017,9
DL-13495,CA-2016-144855,7/22/2016,10
DL-13495,US-2017-117723,8/15/2017,11
DL-13495,CA-2017-144750,8/21/2017,12
Dl-13600,CA-2014-133424,3/30/2014,1
Dl-13600,CA-2014-133424,3/30/2014,2
Dl-13600,CA-2016-120530,4/7/2016,3
Dl-13600,US-2017-155299,6/8/2017,4
Dl-13600,CA-2014-153150,7/1/2014,5
Dl-13600,CA-2017-114552,9/2/2017,6
DM-12955,CA-2014-101175,12/9/2014,1
DM-12955,CA-2016-163153,3/21/2016,2
DM-12955,CA-2016-163153,3/21/2016,3
DM-12955,CA-2015-168767,4/10/2015,4
DM-12955,CA-2015-168480,9/21/2015,5
DM-12955,CA-2015-168480,9/21/2015,6
DM-12955,CA-2016-106621,9/29/2016,7
DM-12955,CA-2014-141649,9/30/2014,8
DM-12955,CA-2017-128769,9/7/2017,9
DM-13015,US-2017-105389,10/23/2017,1
DM-13015,US-2017-105389,10/23/2017,2
DM-13015,US-2017-105389,10/23/2017,3
DM-13015,CA-2016-160500,5/5/2016,4
DM-13015,CA-2016-160500,5/5/2016,5
DM-13015,CA-2015-129392,7/8/2015,6
DM-13015,CA-2017-139717,8/24/2017,7
DM-13015,CA-2017-139717,8/24/2017,8
DM-13015,CA-2014-160766,9/14/2014,9
DM-13015,CA-2014-160766,9/14/2014,10
DM-13015,CA-2014-160766,9/14/2014,11
DM-13015,CA-2014-160766,9/14/2014,12
DM-13015,CA-2014-160766,9/14/2014,13
DM-13015,CA-2014-160766,9/14/2014,14
DM-13015,CA-2014-160766,9/14/2014,15
DM-13015,CA-2016-136231,9/5/2016,16
DM-13015,CA-2016-136231,9/5/2016,17
DM-13015,CA-2016-136231,9/5/2016,18
DM-13345,CA-2014-164910,11/12/2014,1
DM-13345,CA-2016-114482,11/21/2016,2
DM-13345,CA-2016-114482,11/21/2016,3
DM-13345,CA-2014-119529,11/3/2014,4
DM-13345,CA-2016-144554,11/7/2016,5
DM-13345,CA-2017-108854,12/8/2017,6
DM-13345,CA-2017-108854,12/8/2017,7
DM-13345,CA-2017-108854,12/8/2017,8
DM-13345,CA-2017-108854,12/8/2017,9
DM-13345,CA-2015-142734,4/16/2015,10
DM-13345,CA-2017-157854,4/8/2017,11
DM-13345,CA-2017-157854,4/8/2017,12
DM-13345,CA-2016-129861,6/17/2016,13
DM-13525,CA-2014-103317,7/5/2014,1
DM-13525,CA-2014-103317,7/5/2014,2
DM-13525,CA-2014-103317,7/5/2014,3
DM-13525,CA-2015-132465,9/11/2015,4
DM-13525,CA-2015-132465,9/11/2015,5
DM-13525,CA-2015-132465,9/11/2015,6
DM-13525,CA-2015-132465,9/11/2015,7
DM-13525,CA-2016-149195,9/5/2016,8
DM-13525,CA-2016-149195,9/5/2016,9
DM-13525,CA-2016-149195,9/5/2016,10
DN-13690,CA-2014-139451,10/12/2014,1
DN-13690,CA-2014-139451,10/12/2014,2
DN-13690,CA-2014-119977,10/8/2014,3
DN-13690,CA-2016-114860,12/22/2016,4
DN-13690,CA-2016-114860,12/22/2016,5
DN-13690,CA-2016-151498,4/21/2016,6
DN-13690,CA-2017-136882,5/27/2017,7
DN-13690,CA-2016-114951,6/26/2016,8
DN-13690,CA-2014-166744,9/20/2014,9
DN-13690,CA-2014-166744,9/20/2014,10
DN-13690,CA-2014-166744,9/20/2014,11
DO-13435,CA-2014-108903,10/3/2014,1
DO-13435,CA-2014-108903,10/3/2014,2
DO-13435,CA-2014-108903,10/3/2014,3
DO-13435,US-2015-168935,11/27/2015,4
DO-13435,US-2015-168935,11/27/2015,5
DO-13435,CA-2015-121272,3/29/2015,6
DO-13435,CA-2017-102771,3/31/2017,7
DO-13435,CA-2016-133144,5/16/2016,8
DO-13435,CA-2017-140760,6/2/2017,9
DO-13435,CA-2017-140760,6/2/2017,10
DO-13435,CA-2017-100636,6/26/2017,11
DO-13435,CA-2015-169299,8/24/2015,12
DO-13645,CA-2017-133207,11/27/2017,1
DO-13645,CA-2015-126669,11/7/2015,2
DO-13645,CA-2017-118003,12/4/2017,3
DO-13645,CA-2017-118003,12/4/2017,4
DO-13645,CA-2017-118003,12/4/2017,5
DO-13645,CA-2017-115777,8/19/2017,6
DO-13645,CA-2017-102309,9/23/2017,7
DO-13645,CA-2017-102309,9/23/2017,8
DO-13645,US-2017-117450,9/4/2017,9
DO-13645,US-2017-117450,9/4/2017,10
DP-13000,CA-2014-122609,11/12/2014,1
DP-13000,CA-2014-122609,11/12/2014,2
DP-13000,CA-2016-166618,11/14/2016,3
DP-13000,CA-2016-166618,11/14/2016,4
DP-13000,CA-2015-105347,11/24/2015,5
DP-13000,CA-2015-105347,11/24/2015,6
DP-13000,CA-2017-142174,3/4/2017,7
DP-13000,CA-2015-115742,4/18/2015,8
DP-13000,CA-2015-115742,4/18/2015,9
DP-13000,CA-2015-115742,4/18/2015,10
DP-13000,CA-2015-115742,4/18/2015,11
DP-13000,US-2017-154872,5/14/2017,12
DP-13000,US-2017-154872,5/14/2017,13
DP-13000,US-2017-154872,5/14/2017,14
DP-13000,CA-2016-141180,5/15/2016,15
DP-13000,CA-2017-157350,8/26/2017,16
DP-13105,CA-2017-155362,12/17/2017,1
DP-13105,CA-2017-163671,12/24/2017,2
DP-13105,CA-2016-162390,12/6/2016,3
DP-13105,CA-2016-162390,12/6/2016,4
DP-13105,CA-2016-162390,12/6/2016,5
DP-13105,CA-2017-141663,4/13/2017,6
DP-13105,CA-2016-152534,6/20/2016,7
DP-13105,CA-2016-152534,6/20/2016,8
DP-13105,CA-2017-102974,9/19/2017,9
DP-13105,CA-2017-102974,9/19/2017,10
DP-13105,CA-2017-102974,9/19/2017,11
DP-13105,CA-2016-159009,9/23/2016,12
DP-13105,CA-2016-159009,9/23/2016,13
DP-13165,CA-2015-112522,10/10/2015,1
DP-13165,CA-2014-112158,12/2/2014,2
DP-13165,CA-2014-112158,12/2/2014,3
DP-13165,CA-2014-112158,12/2/2014,4
Dp-13240,CA-2016-152072,1/15/2016,1
Dp-13240,CA-2016-152072,1/15/2016,2
Dp-13240,CA-2016-152072,1/15/2016,3
Dp-13240,CA-2014-116834,10/11/2014,4
Dp-13240,CA-2014-116834,10/11/2014,5
Dp-13240,US-2017-162558,10/2/2017,6
Dp-13240,US-2017-162558,10/2/2017,7
Dp-13240,US-2017-162558,10/2/2017,8
Dp-13240,US-2017-162558,10/2/2017,9
Dp-13240,US-2017-162558,10/2/2017,10
Dp-13240,US-2017-162558,10/2/2017,11
Dp-13240,US-2017-162558,10/2/2017,12
Dp-13240,CA-2017-148404,10/7/2017,13
Dp-13240,CA-2017-148404,10/7/2017,14
Dp-13240,CA-2017-148404,10/7/2017,15
Dp-13240,CA-2017-148404,10/7/2017,16
Dp-13240,CA-2017-148404,10/7/2017,17
Dp-13240,CA-2015-169796,11/9/2015,18
Dp-13240,CA-2015-169796,11/9/2015,19
Dp-13240,CA-2015-139962,12/13/2015,20
Dp-13240,CA-2015-139962,12/13/2015,21
Dp-13240,CA-2014-129574,5/26/2014,22
Dp-13240,CA-2017-169691,6/15/2017,23
Dp-13240,CA-2017-169691,6/15/2017,24
Dp-13240,CA-2017-169691,6/15/2017,25
Dp-13240,US-2017-132381,8/22/2017,26
Dp-13240,CA-2017-139822,9/15/2017,27
Dp-13240,CA-2017-139822,9/15/2017,28
Dp-13240,CA-2017-163692,9/7/2017,29
DP-13390,CA-2017-154466,1/1/2017,1
DP-13390,CA-2017-150931,1/6/2017,2
DP-13390,CA-2016-138478,10/21/2016,3
DP-13390,CA-2016-138478,10/21/2016,4
DP-13390,CA-2016-138478,10/21/2016,5
DP-13390,CA-2014-134621,12/21/2014,6
DP-13390,CA-2015-118423,3/24/2015,7
DP-13390,CA-2015-129217,5/10/2015,8
DP-13390,CA-2015-129217,5/10/2015,9
DP-13390,CA-2016-138583,5/24/2016,10
DP-13390,CA-2014-107139,7/5/2014,11
DP-13390,CA-2014-168592,9/8/2014,12
DP-13390,CA-2014-168592,9/8/2014,13
DP-13390,CA-2014-168592,9/8/2014,14
DR-12880,US-2015-159982,11/28/2015,1
DR-12880,US-2015-159982,11/28/2015,2
DR-12880,US-2015-159982,11/28/2015,3
DR-12880,CA-2017-134404,12/27/2017,4
DR-12880,CA-2017-134404,12/27/2017,5
DR-12880,US-2016-164189,3/24/2016,6
DR-12880,CA-2017-148810,6/26/2017,7
DR-12880,CA-2017-148810,6/26/2017,8
DR-12880,CA-2017-143574,6/29/2017,9
DR-12880,CA-2017-143574,6/29/2017,10
DR-12880,CA-2017-143574,6/29/2017,11
DR-12880,CA-2016-117282,7/14/2016,12
DR-12880,US-2016-127425,8/26/2016,13
DR-12880,US-2016-127425,8/26/2016,14
DR-12880,CA-2017-161956,8/27/2017,15
DR-12880,CA-2017-161956,8/27/2017,16
DR-12880,CA-2017-161956,8/27/2017,17
DR-12880,CA-2017-161956,8/27/2017,18
DR-12880,CA-2017-161956,8/27/2017,19
DR-12880,CA-2017-161956,8/27/2017,20
DR-12880,CA-2017-161956,8/27/2017,21
DR-12880,CA-2015-103933,9/25/2015,22
DR-12940,US-2016-140158,10/4/2016,1
DR-12940,US-2016-140158,10/4/2016,2
DR-12940,US-2016-140158,10/4/2016,3
DR-12940,CA-2017-142671,11/10/2017,4
DR-12940,CA-2016-160241,11/29/2016,5
DR-12940,US-2015-163783,12/27/2015,6
DR-12940,CA-2014-100881,3/28/2014,7
DR-12940,CA-2015-104871,3/30/2015,8
DR-12940,CA-2017-160899,8/11/2017,9
DR-12940,CA-2015-104626,9/1/2015,10
DR-12940,CA-2015-104626,9/1/2015,11
DR-12940,CA-2015-104626,9/1/2015,12
DR-12940,CA-2015-104626,9/1/2015,13
DS-13030,CA-2017-131954,1/21/2017,1
DS-13030,CA-2017-131954,1/21/2017,2
DS-13030,CA-2017-131954,1/21/2017,3
DS-13030,CA-2017-131954,1/21/2017,4
DS-13030,CA-2017-131954,1/21/2017,5
DS-13030,CA-2017-131954,1/21/2017,6
DS-13030,CA-2017-144848,4/4/2017,7
DS-13030,CA-2017-144848,4/4/2017,8
DS-13030,CA-2017-144848,4/4/2017,9
DS-13030,CA-2014-113271,7/9/2014,10
DS-13030,CA-2014-113271,7/9/2014,11
DS-13030,CA-2014-113271,7/9/2014,12
DS-13030,CA-2014-113271,7/9/2014,13
DS-13030,US-2017-125717,9/28/2017,14
DS-13030,US-2017-125717,9/28/2017,15
DS-13030,US-2017-125717,9/28/2017,16
DS-13030,US-2017-125717,9/28/2017,17
DS-13030,US-2017-125717,9/28/2017,18
DS-13030,US-2017-125717,9/28/2017,19
DS-13180,CA-2016-127243,11/28/2016,1
DS-13180,CA-2016-127243,11/28/2016,2
DS-13180,CA-2016-127243,11/28/2016,3
DS-13180,CA-2016-127243,11/28/2016,4
DS-13180,CA-2016-127243,11/28/2016,5
DS-13180,CA-2016-146325,12/14/2016,6
DS-13180,CA-2016-146325,12/14/2016,7
DS-13180,CA-2017-134285,12/7/2017,8
DS-13180,CA-2017-134285,12/7/2017,9
DS-13180,CA-2016-119074,3/27/2016,10
DS-13180,CA-2016-119074,3/27/2016,11
DS-13180,CA-2016-119074,3/27/2016,12
DS-13180,CA-2017-154907,3/31/2017,13
DS-13180,CA-2014-132983,4/28/2014,14
DS-13180,CA-2015-130456,8/21/2015,15
DS-13180,CA-2015-130456,8/21/2015,16
DS-13180,CA-2015-163055,8/9/2015,17
DS-13180,CA-2015-163055,8/9/2015,18
DS-13180,CA-2015-163055,8/9/2015,19
DS-13180,CA-2015-159863,9/4/2015,20
DV-13045,CA-2017-168389,12/11/2017,1
DV-13045,CA-2017-168389,12/11/2017,2
DV-13045,CA-2017-168389,12/11/2017,3
DV-13045,CA-2017-168389,12/11/2017,4
DV-13045,CA-2017-139773,12/4/2017,5
DV-13045,CA-2016-138688,6/12/2016,6
DV-13045,CA-2017-125745,6/30/2017,7
DV-13045,CA-2016-106656,9/23/2016,8
DV-13045,CA-2016-106656,9/23/2016,9
DV-13465,CA-2015-146486,11/9/2015,1
DV-13465,CA-2015-146486,11/9/2015,2
DV-13465,CA-2015-146486,11/9/2015,3
DV-13465,CA-2015-146486,11/9/2015,4
DV-13465,CA-2017-145233,12/1/2017,5
DV-13465,CA-2017-145233,12/1/2017,6
DV-13465,CA-2017-145233,12/1/2017,7
DV-13465,CA-2017-145233,12/1/2017,8
DV-13465,CA-2017-145233,12/1/2017,9
DV-13465,CA-2015-100251,5/17/2015,10
DV-13465,US-2017-152002,6/11/2017,11
DV-13465,CA-2014-124646,6/22/2014,12
DV-13465,CA-2014-124646,6/22/2014,13
DV-13465,CA-2016-126102,9/10/2016,14
DW-13195,CA-2014-123477,1/18/2014,1
DW-13195,CA-2017-101581,10/22/2017,2
DW-13195,US-2016-127971,11/20/2016,3
DW-13195,US-2016-127971,11/20/2016,4
DW-13195,US-2016-127971,11/20/2016,5
DW-13195,CA-2014-152849,7/5/2014,6
DW-13195,CA-2014-133158,8/19/2014,7
DW-13195,CA-2014-133158,8/19/2014,8
DW-13195,US-2017-103226,9/22/2017,9
DW-13480,CA-2016-101938,1/7/2016,1
DW-13480,CA-2016-164399,11/12/2016,2
DW-13480,CA-2016-164399,11/12/2016,3
DW-13480,US-2017-132297,5/27/2017,4
DW-13480,US-2017-132297,5/27/2017,5
DW-13480,CA-2014-131926,6/1/2014,6
DW-13480,CA-2014-131926,6/1/2014,7
DW-13480,CA-2014-131926,6/1/2014,8
DW-13480,CA-2014-131926,6/1/2014,9
DW-13480,CA-2014-131926,6/1/2014,10
DW-13540,CA-2016-128706,2/27/2016,1
DW-13540,CA-2017-148642,3/6/2017,2
DW-13540,CA-2017-148642,3/6/2017,3
DW-13540,CA-2016-149902,4/1/2016,4
DW-13540,CA-2017-101210,8/25/2017,5
DW-13540,CA-2017-101210,8/25/2017,6
DW-13540,CA-2017-132521,9/23/2017,7
DW-13540,CA-2017-132521,9/23/2017,8
DW-13540,CA-2017-132521,9/23/2017,9
DW-13585,US-2017-164147,2/2/2017,1
DW-13585,US-2017-164147,2/2/2017,2
DW-13585,US-2017-164147,2/2/2017,3
DW-13585,US-2017-126060,4/14/2017,4
DW-13585,CA-2017-123134,5/2/2017,5
DW-13585,CA-2015-162950,6/28/2015,6
DW-13585,CA-2015-162950,6/28/2015,7
DW-13585,CA-2014-120432,8/24/2014,8
DW-13585,CA-2016-148516,8/7/2016,9
DW-13585,CA-2016-165820,9/26/2016,10
EA-14035,CA-2014-114195,11/1/2014,1
EA-14035,CA-2014-114195,11/1/2014,2
EA-14035,CA-2014-114195,11/1/2014,3
EA-14035,CA-2015-158939,11/26/2015,4
EA-14035,CA-2014-151162,12/5/2014,5
EA-14035,CA-2014-151162,12/5/2014,6
EA-14035,CA-2014-151162,12/5/2014,7
EA-14035,CA-2014-151162,12/5/2014,8
EA-14035,CA-2014-151162,12/5/2014,9
EA-14035,CA-2016-168956,2/16/2016,10
EA-14035,CA-2016-168956,2/16/2016,11
EA-14035,CA-2016-168956,2/16/2016,12
EA-14035,CA-2016-168956,2/16/2016,13
EA-14035,CA-2016-121447,2/21/2016,14
EA-14035,CA-2017-154501,4/30/2017,15
EA-14035,CA-2015-154921,5/23/2015,16
EA-14035,CA-2016-104633,6/12/2016,17
EA-14035,CA-2016-108581,6/20/2016,18
EA-14035,CA-2016-108581,6/20/2016,19
EA-14035,CA-2016-164924,7/10/2016,20
EA-14035,CA-2016-102813,7/2/2016,21
EA-14035,CA-2016-102813,7/2/2016,22
EA-14035,CA-2017-121909,7/31/2017,23
EA-14035,US-2014-156216,9/13/2014,24
EB-13705,CA-2015-104493,10/2/2015,1
EB-13705,CA-2017-147277,10/20/2017,2
EB-13705,CA-2017-147277,10/20/2017,3
EB-13705,CA-2017-134978,11/12/2017,4
EB-13705,CA-2014-129938,12/15/2014,5
EB-13705,CA-2015-128125,3/31/2015,6
EB-13705,CA-2015-128125,3/31/2015,7
EB-13705,US-2016-137547,3/7/2016,8
